time,x,y,z
2024/05/15 2:01:57.909 pm,0.0487213134765625,-1.0428466796875,-0.00030517578125
2024/05/15 2:01:57.919 pm,0.05859375,-1.0353240966796875,-0.069488525390625
2024/05/15 2:01:57.933 pm,0.037322998046875,-1.0263519287109375,-0.1407470703125
2024/05/15 2:01:57.939 pm,0.0305938720703125,-1.0145111083984375,-0.166046142578125
2024/05/15 2:01:57.949 pm,0.052825927734375,-1.0199127197265625,-0.153961181640625
2024/05/15 2:01:57.959 pm,0.0670166015625,-1.019927978515625,-0.13909912109375
2024/05/15 2:01:57.969 pm,0.0829010009765625,-1.0129547119140625,-0.1487884521484375
2024/05/15 2:01:57.979 pm,0.0903778076171875,-0.993011474609375,-0.164947509765625
2024/05/15 2:01:57.989 pm,0.1178131103515625,-0.969268798828125,-0.183868408203125
2024/05/15 2:01:57.999 pm,0.1226806640625,-0.954376220703125,-0.1919403076171875
2024/05/15 2:01:58.009 pm,0.1145172119140625,-0.953460693359375,-0.1559600830078125
2024/05/15 2:01:58.019 pm,0.125,-0.958251953125,-0.1065216064453125
2024/05/15 2:01:58.029 pm,0.0949859619140625,-0.991058349609375,-0.063720703125
2024/05/15 2:01:58.039 pm,0.0800018310546875,-1.026611328125,-0.044342041015625
2024/05/15 2:01:58.049 pm,0.118408203125,-1.0118255615234375,-0.0822906494140625
2024/05/15 2:01:58.059 pm,0.1498565673828125,-0.97052001953125,-0.1480865478515625
2024/05/15 2:01:58.069 pm,0.185699462890625,-0.9440155029296875,-0.2287750244140625
2024/05/15 2:01:58.079 pm,0.1830291748046875,-0.936248779296875,-0.297515869140625
2024/05/15 2:01:58.089 pm,0.15411376953125,-0.9033203125,-0.31341552734375
2024/05/15 2:01:58.099 pm,0.1637115478515625,-0.917205810546875,-0.2839813232421875
2024/05/15 2:01:58.108 pm,0.1588897705078125,-0.9572601318359375,-0.237579345703125
2024/05/15 2:01:58.119 pm,0.1239013671875,-0.979217529296875,-0.205291748046875
2024/05/15 2:01:58.129 pm,0.111328125,-0.9903411865234375,-0.185943603515625
2024/05/15 2:01:58.139 pm,0.126617431640625,-0.990203857421875,-0.1829071044921875
2024/05/15 2:01:58.149 pm,0.14910888671875,-0.969970703125,-0.1891326904296875
2024/05/15 2:01:58.159 pm,0.1637115478515625,-0.958465576171875,-0.197906494140625
2024/05/15 2:01:58.171 pm,0.1649932861328125,-0.93731689453125,-0.1795501708984375
2024/05/15 2:01:58.179 pm,0.1826324462890625,-0.9444427490234375,-0.1494598388671875
2024/05/15 2:01:58.189 pm,0.182708740234375,-0.95867919921875,-0.130157470703125
2024/05/15 2:01:58.199 pm,0.1564178466796875,-0.9653778076171875,-0.1259002685546875
2024/05/15 2:01:58.209 pm,0.145233154296875,-0.9740142822265625,-0.1414947509765625
2024/05/15 2:01:58.219 pm,0.13836669921875,-0.9829254150390625,-0.1834259033203125
2024/05/15 2:01:58.229 pm,0.114959716796875,-0.9917755126953125,-0.2261505126953125
2024/05/15 2:01:58.242 pm,0.106597900390625,-0.99951171875,-0.2389373779296875
2024/05/15 2:01:58.249 pm,0.14398193359375,-0.9999237060546875,-0.242645263671875
2024/05/15 2:01:58.259 pm,0.16455078125,-0.9982147216796875,-0.2420654296875
2024/05/15 2:01:58.269 pm,0.1341552734375,-1.00634765625,-0.2213897705078125
2024/05/15 2:01:58.279 pm,0.114227294921875,-0.9920501708984375,-0.1941070556640625
2024/05/15 2:01:58.289 pm,0.1301422119140625,-0.9917144775390625,-0.1732177734375
2024/05/15 2:01:58.299 pm,0.1445159912109375,-1.015899658203125,-0.1767730712890625
2024/05/15 2:01:58.309 pm,0.1219024658203125,-1.0222930908203125,-0.2137451171875
2024/05/15 2:01:58.319 pm,0.0540618896484375,-1.0325469970703125,-0.239166259765625
2024/05/15 2:01:58.329 pm,0.0308990478515625,-1.0458526611328125,-0.2336883544921875
2024/05/15 2:01:58.339 pm,0.0811309814453125,-1.024322509765625,-0.2274169921875
2024/05/15 2:01:58.349 pm,0.141021728515625,-0.9875640869140625,-0.2429046630859375
2024/05/15 2:01:58.360 pm,0.173309326171875,-0.9650726318359375,-0.261383056640625
2024/05/15 2:01:58.370 pm,0.168121337890625,-0.9800262451171875,-0.249359130859375
2024/05/15 2:01:58.379 pm,0.1201171875,-1.017333984375,-0.1846466064453125
2024/05/15 2:01:58.389 pm,0.0886993408203125,-1.0366058349609375,-0.08258056640625
2024/05/15 2:01:58.400 pm,0.1297607421875,-0.9918975830078125,0.0255889892578125
2024/05/15 2:01:58.409 pm,0.22235107421875,-0.87158203125,0.103546142578125
2024/05/15 2:01:58.419 pm,0.3870697021484375,-0.766571044921875,0.1060791015625
2024/05/15 2:01:58.429 pm,0.4954376220703125,-0.7349853515625,0.07867431640625
2024/05/15 2:01:58.439 pm,0.502777099609375,-0.687713623046875,0.03173828125
2024/05/15 2:01:58.449 pm,0.53546142578125,-0.6309661865234375,-0.04852294921875
2024/05/15 2:01:58.459 pm,0.5878448486328125,-0.5745086669921875,-0.106170654296875
2024/05/15 2:01:58.469 pm,0.621002197265625,-0.54888916015625,-0.1610565185546875
2024/05/15 2:01:58.479 pm,0.6237030029296875,-0.5592041015625,-0.276092529296875
2024/05/15 2:01:58.489 pm,0.4406585693359375,-0.650970458984375,-0.436309814453125
2024/05/15 2:01:58.500 pm,-0.005950927734375,-0.923828125,-0.5410919189453125
2024/05/15 2:01:58.509 pm,-0.505859375,-1.256927490234375,-0.56329345703125
2024/05/15 2:01:58.520 pm,-0.7783660888671875,-1.49078369140625,-0.6425018310546875
