time,x,y,z
2024/05/15 11:18:50.392 am,0.00482177734375,-0.3505401611328125,-0.927764892578125
2024/05/15 11:18:50.402 am,0.0033721923828125,-0.3470306396484375,-0.9275665283203125
2024/05/15 11:18:50.412 am,0.0053863525390625,-0.3493194580078125,-0.923370361328125
2024/05/15 11:18:50.422 am,0.008056640625,-0.360382080078125,-0.92816162109375
2024/05/15 11:18:50.432 am,0.00921630859375,-0.3685455322265625,-0.9390106201171875
2024/05/15 11:18:50.442 am,0.011566162109375,-0.3685302734375,-0.93853759765625
2024/05/15 11:18:50.452 am,0.0108489990234375,-0.3661346435546875,-0.9347381591796875
2024/05/15 11:18:50.462 am,0.002410888671875,-0.36700439453125,-0.945281982421875
2024/05/15 11:18:50.472 am,-0.003143310546875,-0.3639678955078125,-0.961822509765625
2024/05/15 11:18:50.481 am,-3.0517578125e-05,-0.356292724609375,-0.964080810546875
2024/05/15 11:18:50.492 am,0.00543212890625,-0.354644775390625,-0.951171875
2024/05/15 11:18:50.502 am,0.0039520263671875,-0.3578338623046875,-0.9443817138671875
2024/05/15 11:18:50.512 am,0.000579833984375,-0.3508148193359375,-0.9465484619140625
2024/05/15 11:18:50.522 am,-0.006195068359375,-0.343292236328125,-0.946380615234375
2024/05/15 11:18:50.532 am,-0.009521484375,-0.3414764404296875,-0.93927001953125
2024/05/15 11:18:50.542 am,-0.008087158203125,-0.342742919921875,-0.9326019287109375
2024/05/15 11:18:50.552 am,-0.0076141357421875,-0.34564208984375,-0.9275054931640625
2024/05/15 11:18:50.562 am,-0.0068511962890625,-0.3459930419921875,-0.9181976318359375
2024/05/15 11:18:50.572 am,-0.0126495361328125,-0.35198974609375,-0.923126220703125
2024/05/15 11:18:50.582 am,-0.016571044921875,-0.3594970703125,-0.9344482421875
2024/05/15 11:18:50.596 am,-0.010009765625,-0.3555145263671875,-0.9349517822265625
2024/05/15 11:18:50.602 am,-0.0077362060546875,-0.35040283203125,-0.9218902587890625
2024/05/15 11:18:50.612 am,-0.0033721923828125,-0.3477630615234375,-0.9209136962890625
2024/05/15 11:18:50.622 am,0.0044708251953125,-0.3473358154296875,-0.9260711669921875
2024/05/15 11:18:50.632 am,0.0079193115234375,-0.352264404296875,-0.9172821044921875
2024/05/15 11:18:50.644 am,0.002197265625,-0.3563995361328125,-0.9152069091796875
2024/05/15 11:18:50.652 am,-0.0135345458984375,-0.3548583984375,-0.93585205078125
2024/05/15 11:18:50.663 am,-0.013336181640625,-0.345428466796875,-0.9290771484375
2024/05/15 11:18:50.673 am,0.008544921875,-0.3439178466796875,-0.91448974609375
2024/05/15 11:18:50.682 am,0.025970458984375,-0.3514862060546875,-0.9190826416015625
2024/05/15 11:18:50.691 am,0.02764892578125,-0.3505401611328125,-0.9390716552734375
2024/05/15 11:18:50.702 am,0.0159759521484375,-0.34844970703125,-0.947113037109375
2024/05/15 11:18:50.712 am,0.0045928955078125,-0.3463287353515625,-0.9359588623046875
2024/05/15 11:18:50.722 am,0.00201416015625,-0.3467559814453125,-0.914642333984375
2024/05/15 11:18:50.732 am,0.0044097900390625,-0.345916748046875,-0.9144744873046875
2024/05/15 11:18:50.741 am,0.0074462890625,-0.345428466796875,-0.9341278076171875
2024/05/15 11:18:50.752 am,0.0147552490234375,-0.3444671630859375,-0.945343017578125
2024/05/15 11:18:50.763 am,0.0181427001953125,-0.3421630859375,-0.9383697509765625
2024/05/15 11:18:50.772 am,0.0174102783203125,-0.3448486328125,-0.9316558837890625
2024/05/15 11:18:50.782 am,0.0180816650390625,-0.349456787109375,-0.940673828125
2024/05/15 11:18:50.791 am,0.01885986328125,-0.3431854248046875,-0.9529571533203125
2024/05/15 11:18:50.802 am,0.015960693359375,-0.3328704833984375,-0.9564666748046875
2024/05/15 11:18:50.812 am,0.0124969482421875,-0.3328399658203125,-0.960052490234375
2024/05/15 11:18:50.822 am,0.0139923095703125,-0.331878662109375,-0.9661407470703125
2024/05/15 11:18:50.832 am,0.0141448974609375,-0.3284454345703125,-0.9728546142578125
2024/05/15 11:18:50.843 am,0.0133056640625,-0.3260040283203125,-0.970977783203125
2024/05/15 11:18:50.852 am,0.012115478515625,-0.32781982421875,-0.959197998046875
2024/05/15 11:18:50.862 am,0.0166473388671875,-0.33477783203125,-0.9497222900390625
2024/05/15 11:18:50.872 am,0.0276947021484375,-0.3452301025390625,-0.947021484375
2024/05/15 11:18:50.882 am,0.030487060546875,-0.350189208984375,-0.94317626953125
2024/05/15 11:18:50.892 am,0.0228271484375,-0.3540802001953125,-0.9399871826171875
2024/05/15 11:18:50.902 am,0.0169677734375,-0.3538818359375,-0.9373016357421875
2024/05/15 11:18:50.912 am,0.0166168212890625,-0.3494110107421875,-0.9302215576171875
2024/05/15 11:18:50.922 am,0.0163116455078125,-0.3433837890625,-0.9232025146484375
2024/05/15 11:18:50.932 am,0.0150146484375,-0.3395233154296875,-0.924224853515625
2024/05/15 11:18:50.941 am,0.015228271484375,-0.336517333984375,-0.925994873046875
2024/05/15 11:18:50.952 am,0.012359619140625,-0.332305908203125,-0.9301605224609375
2024/05/15 11:18:50.963 am,0.0044403076171875,-0.324066162109375,-0.9288787841796875
2024/05/15 11:18:50.972 am,0.002105712890625,-0.323272705078125,-0.91650390625
2024/05/15 11:18:50.982 am,0.0057220458984375,-0.3411865234375,-0.9132232666015625
2024/05/15 11:18:50.991 am,0.0224151611328125,-0.35687255859375,-0.9281463623046875
2024/05/15 11:18:51.002 am,0.0361785888671875,-0.3584442138671875,-0.9335174560546875
