time,x,y,z,qx,qy,qz,qw,roll,pitch,yaw
2024/05/15 1:48:57.949 pm,-0.7250099182128906,-0.24700301885604858,-0.1628318428993225,0.666827350171855,0.060883200390989746,-0.001074361336974621,0.7427203283973624,0.7270560285634836,1.4321330058053252,-0.6422443897029817
2024/05/15 1:48:57.959 pm,-0.6912591457366943,-0.192973330616951,-0.15124602615833282,0.6640983974215043,0.0605754162229118,-0.0022119047958320142,0.7451839940127267,0.7002843541907487,1.4256380128701764,-0.6175043173803706
2024/05/15 1:48:57.970 pm,-0.5604845285415649,-0.08604051172733307,-0.07324700802564621,0.6616952859947135,0.06043711324622205,-0.0029315642455447913,0.7473273596922931,0.6778674780958227,1.4199991252788045,-0.5962879869537479
2024/05/15 1:48:57.979 pm,-0.3289860486984253,0.002905339002609253,0.0023004773538559675,0.6599802690142264,0.06042234027336765,-0.0030342416328306148,0.7488431516330063,0.6608361111422695,1.41621927616732,-0.5794115493657696
2024/05/15 1:48:57.989 pm,0.04834844172000885,-0.022614579647779465,0.05051497742533684,0.6594557126191178,0.060301211442274835,-0.002902903591195943,0.7493154739913079,0.6537017796155793,1.4152732473055452,-0.5722596926942422
2024/05/15 1:48:57.999 pm,0.28983747959136963,-0.06808245927095413,0.024575786665081978,0.6601586185032551,0.059983611642334796,-0.0029508587058536804,0.7487214437168106,0.6582762404717347,1.416994669104163,-0.5773586172738291
2024/05/15 1:48:58.009 pm,0.3156519830226898,-0.06063754856586456,0.00012411741772666574,0.6613342274484825,0.059674571827063524,-0.003244665635948281,0.7477067783896683,0.6696015058878028,1.4195291607746268,-0.5895474027794163
2024/05/15 1:48:58.019 pm,0.26613688468933105,-0.007506955415010452,-0.014084112830460072,0.6624158729136922,0.05955976667132646,-0.0034581923679712235,0.746756870039554,0.681484691910404,1.421764318762937,-0.6019033293905234
2024/05/15 1:48:58.030 pm,0.23638716340065002,0.13261377811431885,-0.015014099888503551,0.6633603013245514,0.05981078656557249,-0.003418465792808826,0.7458982206891469,0.6936969906275625,1.4236235090714315,-0.6137084462251325
2024/05/15 1:48:58.039 pm,0.16390229761600494,0.2331230640411377,-0.01817447319626808,0.6641089245459275,0.06059112575148684,-0.002888505949435041,0.7451709812598928,0.7052725500514745,1.4250608145513788,-0.623428720070554
2024/05/15 1:48:58.049 pm,0.03480833023786545,0.14871397614479065,-0.021916424855589867,0.6644984668199352,0.06140357761821587,-0.0023244992455404056,0.744759048044455,0.7129785102148798,1.4257348841802644,-0.6291832891377502
2024/05/15 1:48:58.059 pm,-0.1598365306854248,-0.06114283949136734,-0.04962954297661781,0.6642502176353766,0.061695565164958395,-0.0022724862196143486,0.7449564263460946,0.71235729119383,1.4250275566550379,-0.6280717455674757
2024/05/15 1:48:58.069 pm,-0.27292975783348083,-0.20835119485855103,-0.07538564503192902,0.6633796991104761,0.06139142420770914,-0.002909130460075139,0.7457547383323851,0.7042676854283072,1.4228773201908467,-0.621310675082144
2024/05/15 1:48:58.080 pm,-0.25057440996170044,-0.25698983669281006,-0.06242377683520317,0.6623701267508414,0.06073529195822488,-0.0038971192532397617,0.7467007080824771,0.6942415062925507,1.420395501754201,-0.6136104933791945
2024/05/15 1:48:58.089 pm,-0.22714295983314514,-0.2026764303445816,-0.04207949340343475,0.6614415986028052,0.06004478280120884,-0.004793156551299813,0.7475738407505942,0.6844656168959005,1.418183613066985,-0.6060799193979867
2024/05/15 1:48:58.099 pm,-0.16403669118881226,-0.1695951670408249,-0.010384947992861271,0.6606868929192864,0.059441527873231134,-0.005456769325855869,0.7482845744590177,0.6759272713431677,1.4164673673506154,-0.5993346946081716
2024/05/15 1:48:58.109 pm,0.01975141651928425,-0.09230764210224152,0.025175929069519043,0.6603787308648399,0.0589193101156834,-0.005837291229509857,0.7485949790730964,0.6708822196018592,1.4158806564380513,-0.5955693229909199
2024/05/15 1:48:58.119 pm,0.23264744877815247,-0.0566449873149395,0.0021696779876947403,0.6608859440973806,0.0585891133624381,-0.006045290629042961,0.7481714527722227,0.6746622352687824,1.4170455655834828,-0.6001166791721247
2024/05/15 1:48:58.130 pm,0.24646177887916565,-0.1141665130853653,-0.0633033812046051,0.6618194064351217,0.05835597490072507,-0.00650239055407459,0.7473602111728648,0.6855183811252845,1.4188349783050211,-0.6119576010204429
2024/05/15 1:48:58.139 pm,0.20385147631168365,-0.17833536863327026,-0.13447104394435883,0.6626200072952289,0.05814633199315054,-0.0074481297205611025,0.7466580389223106,0.6987165923178119,1.4198881074276906,-0.6267984337360523
2024/05/15 1:48:58.149 pm,0.2122541218996048,-0.18449129164218903,-0.17404989898204803,0.6633571706653936,0.057998729552238025,-0.008737376272829443,0.7460007110735655,0.7142467943646145,1.4204304017115097,-0.6443691497553562
2024/05/15 1:48:58.159 pm,0.23458392918109894,-0.13741593062877655,-0.1662556380033493,0.6641433102405381,0.057948299809816486,-0.010011642177147525,0.7452889155429298,0.731194720473294,1.4209697534617212,-0.6631982311593189
2024/05/15 1:48:58.169 pm,0.17914021015167236,-0.011679418385028839,-0.1290680468082428,0.6648897474859996,0.05816883602260813,-0.010874916884974075,0.7445937305005907,0.7473958253243208,1.4215290708723332,-0.6803128103763131
2024/05/15 1:48:58.180 pm,0.04998062551021576,0.059241361916065216,-0.07625942677259445,0.6652971565879356,0.05860522861131107,-0.011190106087999968,0.744190770193064,0.7579116314011506,1.4216911938749501,-0.6906570659675021
